row_id,energy
95157,2137.733486845096
95158,2129.592011896861
95159,2078.0815465232427
95160,1991.8180795351304
95161,1892.3230531608103
95162,1801.6340655541562
95163,1734.506940373232
95164,1699.3457005983832
95165,1702.5242671795493
95166,1748.2230119563415
95167,1832.5039003994684
95168,1938.6204171921981
95169,2041.2395986395472
95170,2119.007775567129
95171,2165.9114610589077
95172,2191.6456208294753
95173,2210.6693373963003
95174,2229.9051845319805
95175,2246.0157386181672
95176,2253.6798390091667
95177,2255.4517300056277
95178,2262.254105141316
95179,2282.953298527779
95180,2312.687917363829
95181,2331.6841148498743
95182,2317.0520203360566
95183,2258.297548586814
95184,2164.1103445959657
95185,2056.090415064101
95186,1956.3572078994198
95187,1879.7503475303567
95188,1834.7588531025183
95189,1827.8423065359727
95190,1863.266573520558
95191,1937.1777351608362
95192,2032.9109074181624
95193,2125.2118023823778
95194,2192.8026043492496
95195,2229.7429535717897
95196,2245.7976171731384
95197,2255.49084282872
95198,2265.804393787455
95199,2273.4534395087626
95200,2273.163014508311
95201,2267.5275410158065
95202,2267.503694119049
95203,2281.984749820063
95204,2306.128367544606
95205,2320.1718029283215
95206,2301.229235605941
95207,2238.8048016499883
95208,2141.5812384828446
95209,2031.1463943740355
95210,1929.601831061352
95211,1851.7634493234038
95212,1806.0912396834376
95213,1799.011255824405
95214,1834.7518715641472
95215,1909.4178848537665
95216,2006.2996138843687
95217,2100.095353300406
95218,2169.478716980104
95219,2208.4610038025944
95220,2226.7594929648167
95221,2238.851635550099
95222,2251.672810511466
95223,2261.892555828753
95224,2264.1920780492533
95225,2261.1248904263434
95226,2263.610109459212
95227,2280.5064407225686
95228,2306.9394593938864
95229,2323.1169760872554
95230,2306.127340449522
95231,2245.4536415374628
95232,2149.7628673881204
95233,2040.631981857705
95234,1940.1556206640903
95235,1863.1460665142633
95236,1818.0628896153755
95237,1811.334992305651
95238,1847.1965875854157
95239,1921.7605933669709
95240,2018.3270683343092
95241,2111.6055850349044
95242,2180.283034325756
95243,2218.386354964614
95244,2235.650436580962
95245,2246.5711475876983
95246,2258.101839531612
95247,2266.9289882011353
95248,2267.749877756208
95249,2263.1335441904853
95250,2264.0137695891085
95251,2279.2620578663787
95252,2304.0138593790857
95253,2318.483636469012
95254,2299.7637953974227
95255,2237.3398168103377
95256,2139.879803876734
95257,2028.9601127387523
95258,1926.672239608528
95259,1847.8223518648465
95260,1800.8611295016144
95261,1792.2062911710943
95262,1826.0787967222248
95263,1898.5761180128857
95264,1992.9806753818762
95265,2083.982852524438
95266,2150.2500401132543
95267,2185.7905473886076
95268,2200.3219587337676
95269,2208.3238586599055
95270,2216.733946675797
95271,2222.223938550915
95272,2219.478250016899
95273,2211.0560324103435
95274,2207.884600940367
95275,2218.8320743011845
95276,2239.0331440352843
95277,2248.704357225968
95278,2224.944102125003
95279,2157.248994349652
95280,2054.304033303467
95281,1937.707895220277
95282,1829.5790061574073
95283,1744.7545082336057
95284,1691.7200651965686
95285,1676.9325186288133
95286,1704.6558519065431
95287,1771.0337682608358
95288,1859.397457994159
95289,1944.4884923479685
95290,2005.0282595187625
95291,2035.0821377132002
95292,2044.4273223569917
95293,2047.6042150760534
95294,2051.6110790168004
95295,2053.1791070115655
95296,2047.0510026918919
95297,2035.8430118499903
95298,2030.5377086116673
95299,2040.055257826549
95300,2059.5777374605304
95301,2069.3637099794482
95302,2046.5484097487447
95303,1980.6606220830852
95304,1880.4127855454994
95305,1767.4253959922612
95306,1663.8318339833547
95307,1584.476462085997
95308,1537.8442244434243
95309,1530.3834014171994
95310,1566.3414444887158
95311,1641.8371136339524
95312,1740.1679692875102
95313,1836.0336788472355
95314,1908.1065142957193
95315,1950.3965858244283
95316,1972.6200611192203
95317,1989.2502532949543
95318,2007.2119546102626
95319,2023.1569006908503
95320,2031.7435564164223
95321,2035.5005144429147
95322,2045.3200598740457
95323,2070.02950941917
95324,2104.715557918504
95325,2129.5396100769813
95326,2121.539625066377
95327,2070.148910875063
95328,1983.9875455602087
95329,1884.5871999749518
95330,1793.9959463931093
95331,1726.9766184903053
95332,1691.93722761166
95333,1695.2547173516846
95334,1741.1114387341624
95335,1825.5674744512833
95336,1931.8683333975716
95337,2034.6689916137752
95338,2112.6056128423425
95339,2159.6618406653365
95340,2185.5372439600615
95341,2204.69777472807
95342,2224.069291096922
95343,2240.3127731682875
95344,2248.104520448943
95345,2249.9999837956007
95346,2256.92704419105
95347,2277.756245009077
95348,2307.623872572394
95349,2326.7466655745934
95350,2312.223856786304
95351,2253.556361122078
95352,2159.437949311414
95353,2051.4788950954107
95354,1951.8091604754522
95355,1875.2754210275473
95356,1830.3707262040475
95357,1823.5577228813295
95358,1859.1042982497747
95359,1933.1546925708328
95360,2029.0360871907512
95361,2121.4821739906324
95362,2189.205008772896
95363,2226.2613990989285
95364,2242.4207499809877
95365,2252.2142109526108
95366,2262.626859403901
95367,2270.3722955007593
95368,2270.1730379282703
95369,2264.6247363793054
95370,2264.6892710858656
95371,2279.2641417412688
95372,2303.5046980101074
95373,2317.6387888562886
95374,2298.7697019175093
95375,2236.3965748375485
95376,2139.206269139568
95377,2028.7968955919346
95378,1927.2805227489005
95379,1849.480092741312
95380,1803.859614265525
95381,1796.8481917784559
95382,1832.6762046064657
95383,1907.4465923250252
95384,2004.4417197440098
95385,2098.3478415452887
95386,2167.8284227108184
95387,2206.891908633722
95388,2225.260195519733
95389,2237.417615602099
95390,2250.302841719901
95391,2260.5838229961787
95392,2262.9392315136297
95393,2259.923790496373
95394,2262.461805425121
95395,2279.4161908916026
95396,2305.910199274988
95397,2322.1422232229547
95398,2305.189710915127
95399,2244.530745387329
95400,2148.83643309317
95401,2039.6939966042194
95402,1939.2085765424906
95403,1862.1994968655854
95404,1817.1303475874367
95405,1810.4330850768358
95406,1846.343932594826
95407,1920.9739557885953
95408,2017.6152672430158
95409,2110.965407864124
95410,2179.70112873947
95411,2217.8465249073265
95412,2235.141113201364
95413,2246.0876536208616
95414,2257.642802061398
95415,2266.491455766868
95416,2267.328374400775
95417,2262.7238133797473
95418,2263.6167525461174
95419,2278.8829127937624
95420,2303.6554286935643
95421,2318.1393505900473
95422,2299.4161881098667
95423,2236.966419526344
95424,2139.4622688447676
95425,2028.4903521088952
95426,1926.1526704021944
95427,1847.2624311462241
95428,1800.274331816391
95429,1791.6091417500459
95430,1825.4898267981698
95431,1898.0120015191685
95432,1992.4501344863477
95433,2083.4825716307582
95434,2149.7665574598063
95435,2185.3075510159974
95436,2199.8277575297852
95437,2207.8136470759623
95438,2216.2062180367893
95439,2221.67560291699
95440,2218.9036891918026
95441,2210.4508450311646
95442,2207.2495821663324
95443,2218.1722365662313
95444,2238.3511859770856
95445,2247.993569307185
95446,2224.186883951584
95447,2156.4227509816305
95448,2053.390300583937
95449,1936.6984810028212
95450,1828.4762374492777
95451,1743.5677685242229
95452,1690.462774009685
95453,1675.6211667575878
95454,1703.3089586564545
95455,1769.6680199303378
95456,1858.0216150283725
95457,1943.0993047845252
95458,2003.6123597587455
95459,2033.6233374744836
95460,2042.9140844156977
95461,2046.0319183959953
95462,2049.978432181953
95463,2051.483265899041
95464,2045.2866249817491
95465,2034.006001283891
95466,2028.6291935372963
95467,2038.0806104880437
95468,2057.540041151656
95469,2067.2566625864793
95470,2044.3548387146946
95471,1978.3583780840527
95472,1877.9838649515061
95473,1764.8620789988668
95474,1661.1369284720358
95475,1581.6598375072508
95476,1534.9197877927397
95477,1527.368128804033
95478,1563.2543346552466
95479,1638.6953226974945
95480,1736.9807141759952
95481,1832.7981490628
95482,1904.809761158045
95483,1947.022815976801
95484,1969.1581050217167
95485,1985.6958273176158
95486,2003.564071670287
95487,2019.412985404135
95488,2027.8984973916813
95489,2031.5504066618191
95490,2041.2661817090097
95491,2065.8773407619633
95492,2100.468246571597
95493,2125.1908749304685
95494,2117.072271100061
95495,2065.540723285374
95496,1979.2204130776436
95497,1879.6532542548343
95498,1788.8978075261068
95499,1721.7239309130107
95500,1686.5436384661282
95501,1689.7369107771874
95502,1735.4880924158947
95503,1819.8553976714086
95504,1926.0763740316372
95505,2028.7939516646954
95506,2106.6341416293258
95507,2153.5777324118503
95508,2179.3289104669557
95509,2198.3605116968797
95510,2217.601693009144
95511,2233.7118526530494
95512,2241.364764718874
95513,2243.1171010540015
95514,2249.901944521846
95515,2270.594062205812
95516,2300.3274339785307
95517,2319.3093984696957
95518,2304.6283063078754
95519,2245.7800869848115
95520,2151.462651404444
95521,2043.2965547721765
95522,1943.4222876054746
95523,1866.6935910599373
95524,1821.6075592939703
95525,1814.6299185528108
95526,1850.0305919273153
95527,1923.951993230164
95528,2019.7133835758057
95529,2112.036449009499
95530,2179.6231312091395
95531,2216.5274193957903
95532,2232.5233708143164
95533,2242.1490511861334
95534,2252.3928663611773
95535,2259.9668615163414
95536,2259.5910537925824
95537,2253.8623346219565
95538,2253.7478036401903
95539,2268.1491984714835
95540,2292.2195732442333
95541,2306.177384456771
95542,2287.115041939966
95543,2224.526699072572
95544,2127.103355628284
95545,2016.4533990013676
95546,1914.6994186672603
95547,1836.6714121955613
95548,1790.8374205038638
95549,1783.6296128716472
95550,1819.280388138383
95551,1893.890841495247
95552,1990.7353983186542
95553,2084.4882872747226
95554,2153.8028383492847
95555,2192.6846573290345
95556,2210.860271274038
95557,2222.8209073909356
95558,2235.5085461914578
95559,2245.589561702645
95560,2247.7401052683595
95561,2244.5161237789753
95562,2246.847125355847
95563,2263.6002472394457
95564,2289.8964326029372
95565,2305.924669685228
95566,2288.7515187229465
95567,2227.8500702173237
95568,2131.8955624885184
95569,2022.4854902351422
95570,1921.735512354768
95571,1844.4720073941476
95572,1799.1625984660711
95573,1792.242309224735
95574,1827.9493864047924
95575,1902.3930565611165
95576,1998.8574993080026
95577,2092.0282369941997
95578,2160.5718939833014
95579,2198.5097345921163
95580,2215.585915810301
95581,2226.3101021296657
95582,2237.64226665874
95583,2246.265740911032
95584,2246.8727728184963
95585,2242.034849940449
95586,2242.6961625477156
95587,2257.7366611309144
95588,2282.2871770520683
95589,2296.5433611693356
95590,2277.5758389509906
95591,2214.8600987144096
95592,2117.0724976526158
95593,2005.8099240367187
95594,1903.1848960737407
95595,1824.01767343119
95596,1776.7669832131733
95597,1767.8566575357347
95598,1801.511680290391
95599,1873.825820711266
95600,1968.0656075320223
95601,2058.8973607836856
95602,2124.9681906148558
95603,2160.280717616067
95604,2174.5617795545863
95605,2182.3047436955185
95606,2190.453918861049
95607,2195.677865795546
95608,2192.6559551647324
95609,2183.949783352235
95610,2180.497069929309
95611,2191.174379393529
95612,2211.1117868883293
95613,2220.5070342706717
95614,2196.4367391431174
95615,2128.3875390244093
95616,2025.0527058211253
95617,1908.051470631303
95618,1799.5233086335456
95619,1714.319485635376
95620,1660.9337481132784
95621,1645.8290907734
95622,1673.2735645434861
95623,1739.407217092705
95624,1827.5453974030538
95625,1912.4056661946784
95626,1972.6891866485978
95627,2002.4557057683005
95628,2011.4917311895083
95629,2014.3515069390894
95630,2018.039965352701
95631,2019.2852037276127
95632,2012.8249391008733
95633,2001.2779191175268
95634,1995.637176769696
95635,2004.831374275404
95636,2024.0380212024468
95637,2033.4969186270114
95638,2010.3215693768514
95639,1944.030814505178
95640,1843.3453931547222
95641,1729.9063779503358
95642,1625.8682138607614
95643,1546.0893955504116
95644,1499.0629511300508
95645,1491.243307989982
95646,1526.8819715980392
95647,1602.094025316209
95648,1700.1611597600236
95649,1795.7589959474012
95650,1867.5395379078745
95651,1909.5072147747323
95652,1931.387450105118
95653,1947.66733698223
95654,1965.2782688214206
95655,1980.8688126281045
95656,1989.092369165918
95657,1992.4799516496043
95658,2001.9342196911962
95659,2026.2909006830337
95660,2060.6320328449315
95661,2085.1001705329195
95662,2076.7114524801814
95663,2024.8891544107187
95664,1938.261568663492
95665,1838.3808590692267
95666,1747.3160818112772
95667,1679.8441262086724
95668,1644.381015884336
95669,1647.3097752021667
95670,1692.8167489656105
95671,1776.958289660524
95672,1882.9639898796404
95673,1985.4647403381423
95674,2063.076405742881
95675,2109.7769257270406
95676,2135.275110473613
95677,2154.050685847561
95678,2173.036113507316
95679,2188.8892157293817
95680,2196.281246978049
95681,2197.7701057880863
95682,2204.294082513675
95683,2224.7321734552193
95684,2254.2160574633226
95685,2272.943678432499
95686,2257.992510086022
95687,2198.853501645623
95688,2104.2287092341885
95689,1995.7489744904576
95690,1895.5653212973523
95691,1818.5385611796723
95692,1773.169837676415
95693,1765.92796098699
95694,1801.0848945979608
95695,1874.7812302667305
95696,1970.3283131817568
95697,2062.4358277631068
95698,2129.7956056774933
95699,2166.458821826798
95700,2182.2041896125024
95701,2191.5766947768197
95702,2201.568075362746
95703,2208.8888251983785
95704,2208.2564634268206
95705,2202.2691266680704
95706,2201.899137315935
95707,2216.0524741821746
95708,2239.879899022763
95709,2253.5904789373158
95710,2234.265748918498
95711,2171.3948809567787
95712,2073.6730158543933
95713,1962.7188203137548
95714,1860.6654073169655
95715,1782.3498323580736
95716,1736.2441709820937
95717,1728.7836595753618
95718,1764.2027186933228
95719,1838.600601253603
95720,1935.2437951991215
95721,2028.7945050928195
95722,2097.895927736596
95723,2136.5508310382615
95724,2154.4903745222214
95725,2166.2126818961915
95726,2178.663042772355
95727,2188.5062574117687
95728,2190.4159576556995
95729,2186.949315195507
95730,2189.0410418369956
95731,2205.562498411423
95732,2231.6323197342285
95733,2247.430090385891
95734,2230.0114833158013
95735,2168.844597048393
95736,2072.608802230902
95737,1962.9118660541585
95738,1861.8799659615331
95739,1784.346535259699
95740,1738.7832302366041
95741,1731.6281418117999
95742,1767.1215400793237
95743,1841.3708122865187
95744,1937.6522047703966
95745,2030.6392209195499
95746,2098.9883578727854
95747,2136.718048630413
95748,2153.5770896470663
95749,2164.082049121854
95750,2175.1962164930965
95751,2183.601356567105
95752,2183.9872044738518
95753,2178.9264787477073
95754,2179.3685788274265
95755,2194.197683443144
95756,2218.542319293787
95757,2232.5887362122166
95758,2213.3966738645377
95759,2150.436628875905
95760,2052.3890898134377
95761,1940.861215240886
95762,1837.9760384821504
95763,1758.5608693285699
95764,1711.0784623280424
95765,1701.9557100747695
95766,1735.419612112682
95767,1807.562089874024
95768,1901.6417296800723
95769,1992.312822997762
95770,2058.2123428587015
95771,2093.340068556741
95772,2107.4274674541257
95773,2114.9748009763257
95774,2122.9296852633156
95775,2127.959106086093
95776,2124.7399139984377
95777,2115.8349302021284
95778,2112.1870786262834
95779,2122.6771487229553
95780,2142.432909368606
95781,2151.642701615305
95782,2127.3722594343417
95783,2059.1032328604506
95784,1955.5330314941482
95785,1838.291165198675
95786,1729.5276349074234
95787,1644.1007693601116
95788,1590.508357345291
95789,1575.2164709824312
95790,1602.4951956879688
95791,1668.4827519387468
95792,1756.486568548201
95793,1841.2122013076046
95794,1901.3507011360366
95795,1930.9589995422025
95796,1939.828260260009
95797,1942.5196483825996
95798,1946.0414305918446
95799,1947.1201560435077
95800,1940.4910479854477
95801,1928.7741043769347
95802,1922.9675869118996
95803,1932.0044056359693
95804,1951.059784946625
95805,1960.3641441332338
95806,1937.0201190418663
95807,1870.5415772627516
95808,1769.6534067776174
95809,1656.006967025333
95810,1551.767233490398
95811,1471.7997650751233
95812,1424.6016299504813
95813,1416.6303269748282
95814,1452.1393864459812
95815,1527.242051137508
95816,1625.2120743567953
95817,1720.7130514189025
95818,1792.3868497324984
95819,1834.235055161933
95820,1855.9877163278925
95821,1872.1388133156179
95822,1889.6230370154333
95823,1905.0873669065568
95824,1913.1826683644272
95825,1916.4411614347548
95826,1925.7706894179742
95827,1950.011181372592
95828,1984.2423434153554
95829,2008.597300817727
95830,2000.0812780746883
95831,1948.112530644157
95832,1861.323453756062
95833,1761.276453368155
95834,1670.0510731447798
95835,1602.4312256395403
95836,1566.836935915573
95837,1569.6542639102768
95838,1615.071546394675
95839,1699.143265719489
95840,1805.0910511798863
95841,1907.5337455752317
95842,1985.077058730206
95843,2031.6960728294923
95844,2057.1042131244567
95845,2075.788086720824
95846,2094.683451241857
95847,2110.446544143717
95848,2117.7460913499617
95849,2119.141209112526
95850,2125.5753862419174
95851,2145.9318391625316
95852,2175.33993654698
95853,2193.9882183431637
95854,2178.94327209406
95855,2119.6910574209896
95856,2024.937766277302
95857,1916.324517283746
95858,1816.0128582024677
95859,1738.8706613503591
95860,1693.4031100399725
95861,1686.082088751781
95862,1721.1815916455996
95863,1794.8403786466572
95864,1890.3618691790025
95865,1982.4437361711298
95866,2049.767691323557
95867,2086.3820852359113
95868,2102.0702774301617
95869,2111.384163576944
95870,2121.3188037737455
95871,2128.58313031034
95872,2127.8921540957185
95873,2121.8452466509802
95874,2121.4199427931194
95875,2135.5264521449008
95876,2159.3132336613717
95877,2172.9799545710534
95878,2153.597264511127
95879,2090.64934352154
95880,1992.8354628281597
95881,1881.784557791123
95882,1779.640254208415
95883,1701.2466547647634
95884,1655.0798588556768
95885,1647.578159158653
95886,1682.977987089966
95887,1757.3767423923864
95888,1854.0329646462371
95889,1947.596823329769
95890,2016.7013710681442
95891,2055.3465268164796
95892,2073.268071493149
95893,2084.9710141831747
95894,2097.4039424433017
95895,2107.2300715787005
95896,2109.120502699609
95897,2105.6336210427776
95898,2107.709330807418
95899,2124.2232050920657
95900,2150.291558999074
95901,2166.084562067512
95902,2148.64698854174
95903,2087.4419335247712
95904,1991.1528885177624
95905,1881.3978817015156
95906,1780.3135975353973
95907,1702.7405125295418
95908,1657.1543045630042
95909,1649.9961202137326
95910,1685.508241299516
95911,1759.796204104046
95912,1856.1283100046614
95913,1949.1660317260094
95914,2017.5557274531602
95915,2055.312987121598
95916,2072.1912348815113
95917,2082.7139308488713
95918,2093.847668981707
95919,2102.2726355498
95920,2102.6760410334596
95921,2097.6318230767192
95922,2098.094578399947
95923,2112.9527020814826
95924,2137.3324042368076
95925,2151.4105217435167
95926,2132.235896524571
95927,2069.2740215455287
95928,1971.2095047856271
95929,1859.6597631116379
95930,1756.758332966269
95931,1677.339562270871
95932,1629.8702209842347
95933,1620.7802501562226
95934,1654.2986529456907
95935,1726.5154909391288
95936,1820.681395990997
95937,1911.4386189427096
95938,1977.4139836438592
95939,2012.604416016736
95940,2026.746000940637
95941,2034.3458819184389
95942,2042.3549703216784
95943,2047.43866485917
95944,2044.271283876288
95945,2035.4168613009467
95946,2031.8235133229869
95947,2042.3762422538853
95948,2062.2004986055454
95949,2071.4752105315097
95950,2047.2552162741038
95951,1979.0171662925252
95952,1875.4625957920641
95953,1758.2312813149506
95954,1649.4837374665306
95955,1564.0853438380557
95956,1510.5379194664008
95957,1495.3106018098836
95958,1522.6754987131353
95959,1588.7689914163348
95960,1676.8905765049997
95961,1761.7337928193851
95962,1821.979566979917
95963,1851.6820029945934
95964,1860.6369086760656
95965,1863.4123581958133
95966,1867.019940595653
95967,1868.1846449186694
95968,1861.6391886660342
95969,1850.0048081671548
95970,1844.2849818838386
95971,1853.4168557796904
95972,1872.5733571799844
95973,1881.9755117034863
95974,1858.715076348396
95975,1792.3009333935133
95976,1691.4621078295377
95977,1577.8602340968216
95978,1473.6708064015322
95979,1393.7664361160562
95980,1346.6482197169996
95981,1338.7767158012343
95982,1374.407467787519
95983,1449.6518661775065
95984,1547.7757153069324
95985,1643.430573147588
95986,1715.2481588763626
95987,1757.2272034971813
95988,1779.1023691319006
95989,1795.374511328199
95990,1812.9816069445837
95991,1828.5690364512618
95992,1836.7851183779983
95993,1840.1632681759522
95994,1849.6165014392013
95995,1873.9889375224786
95996,1908.3579391091039
95997,1932.8471910746157
95998,1924.4509924071629
95999,1872.5825670571032
96000,1785.8784019265374
96001,1685.9111339389808
96002,1594.7707830941165
96003,1527.2482740748248
96004,1491.7676223114756
96005,1494.7179122814387
96006,1540.2894617260893
96007,1624.534871895649
96008,1730.6677978664118
96009,1833.295023634505
96010,1911.0120932965822
96011,1957.7912207784036
96012,1983.3504356334606
96013,2002.183215478657
96014,2021.228603214786
96015,2037.1412408313633
96016,2044.5873151095407
96017,2046.12714945698
96018,2052.7094206210154
96019,2073.221554674948
96020,2102.7905996860977
96021,2121.5956812673912
96022,2106.692490443082
96023,2047.5619869386537
96024,1952.9144882962366
96025,1844.4013798993196
96026,1744.1947232501318
96027,1667.1694413503326
96028,1621.8347472249236
96029,1614.6655896306813
96030,1649.937983436322
96031,1723.788846828714
96032,1819.513663613345
96033,1911.798085400184
96034,1979.313694186566
96035,2016.106006557645
96036,2031.963018506819
96037,2041.4435260297278
96038,2051.545901733313
96039,2058.9775068792346
96040,2058.450834701483
96041,2052.5664822409553
96042,2052.307187411321
96043,2066.5873813724124
96044,2090.553211063635
96045,2104.3949346824884
96046,2085.1723074108145
96047,2022.3645082942412
96048,1924.674929993192
96049,1813.7427676002405
96050,1711.722150860012
96051,1633.4642208390665
96052,1587.4490920329656
96053,1580.1181047221792
96054,1615.7096925577746
96055,1690.3193935354575
96056,1787.1977903695486
96057,1880.983009015272
96058,1950.2979495249233
96059,1989.1396735957296
96060,2007.2485752812543
96061,2019.1365408515824
96062,2031.7554476794578
96063,2041.766918050266
96064,2043.8395143467317
96065,2040.5328274166584
96066,2042.7919459845496
96067,2059.4966476129994
96068,2085.760919957316
96069,2101.745509847493
96070,2084.484285218388
96071,2023.435330218168
96072,1927.2862497353717
96073,1817.665325542508
96074,1716.7197417840855
96075,1639.2970109116807
96076,1593.876825206626
96077,1586.9033797805357
96078,1622.6209611231004
96079,1697.133247571251
96080,1793.7005886320549
96081,1886.9724195225347
96082,1955.5849527073992
96083,1993.5509283579615
96084,2010.6283916929056
96085,2021.347688190571
96086,2032.678709846249
96087,2041.3000579853428
96088,2041.8964121008385
96089,2037.0429226834437
96090,2037.6993775484284
96091,2052.758382001207
96092,2077.343823536434
96093,2091.623120108094
96094,2072.634210000646
96095,2009.8375767127723
96096,1911.9219418820364
96097,1800.5149750223813
96098,1697.7607100860419
96099,1618.5005276267532
96100,1571.2052075682936
96101,1562.3077340545603
96102,1596.0391085753593
96103,1668.4875276586868
96104,1762.8956635620336
96105,1853.8937214472503
96106,1920.0983710043054
96107,1955.5036798848778
96108,1969.8503456641772
96109,1977.6523891791674
96110,1985.8640123677096
96111,1991.1490222891225
96112,1988.179200575822
96113,1979.5197894519588
96114,1976.124093019779
96115,1986.8813221773678
96116,2006.9146048834284
96117,2016.3934522808245
96118,1992.3618028525582
96119,1924.2913035305205
96120,1820.8876112539338
96121,1703.8007654525877
96122,1595.2017906926378
96123,1509.9631137853073
96124,1456.5905804704305
96125,1441.5563900732213
96126,1469.1346694779493
96127,1535.4599573868354
96128,1623.823814925811
96129,1708.9077608402024
96130,1769.382594394532
96131,1799.299589103723
96132,1808.4591939683123
96133,1811.4363894160863
96134,1815.2460841115817
96135,1816.6117043319484
96136,1810.2634592580728
96137,1798.823821095939
96138,1793.301482670229
96139,1802.6378235320487
96140,1822.0034716905625
96141,1831.6100569307584
96142,1808.5384553232218
96143,1742.2925618370994
96144,1641.6055365547495
96145,1528.1492870856146
96146,1424.1098246073502
96147,1344.3668112916266
96148,1297.4253703348986
96149,1289.749118568602
96150,1325.5956111131477
96151,1401.0743848555517
96152,1499.4432939050719
96153,1595.3418577170607
96154,1667.3916461442002
96155,1709.5885343209864
96156,1731.6717969438596
96157,1748.149164179609
96158,1765.9618980907817
96159,1781.7537794593065
96160,1790.1705793732337
96161,1793.7469081741033
96162,1803.4009533171568
96163,1827.981024102661
96164,1862.5621395079838
96165,1887.2585438333174
96166,1879.0536104528192
96167,1827.3555317786584
96168,1740.8048864625644
96169,1640.9845425206925
96170,1549.9949965184903
96171,1482.634185559693
96172,1447.3301158429276
96173,1450.4748968472302
96174,1496.2608278315777
96175,1580.7386295786691
96176,1687.1139836560112
96177,1789.9816160495675
96178,1867.9269059973676
96179,1914.919200124296
96180,1940.6811333182354
96181,1959.7130548228504
96182,1978.9572940116893
96183,1995.066898682683
96184,2002.705517831599
96185,2004.4346834547346
96186,2011.2082617537453
96187,2031.9178900464674
96188,2061.6882974672803
